roi,mics,label,R,G,B,A,side,coor.x,coor.y,coor.z
762,2260,7Networks_RH_SalVentAttn_TempOccPar_15,198,52,245,0,right,62,-29,39
763,2261,7Networks_RH_SalVentAttn_TempOccPar_16,198,52,246,0,right,64,-18,28
764,2262,7Networks_RH_SalVentAttn_TempOccPar_17,198,52,247,0,right,64,-35,39
765,2263,7Networks_RH_SalVentAttn_TempOccPar_18,198,52,248,0,right,64,-22,41
766,2264,7Networks_RH_SalVentAttn_PrC_1,201,59,251,0,right,50,4,40
767,2265,7Networks_RH_SalVentAttn_PrC_2,201,59,252,0,right,49,-1,47
768,2266,7Networks_RH_SalVentAttn_FrOperIns_1,201,58,251,0,right,38,7,-20
769,2267,7Networks_RH_SalVentAttn_FrOperIns_2,201,59,244,0,right,38,11,-11
770,2268,7Networks_RH_SalVentAttn_FrOperIns_3,201,59,245,0,right,46,6,-15
771,2269,7Networks_RH_SalVentAttn_FrOperIns_4,201,59,246,0,right,40,1,-11
772,2270,7Networks_RH_SalVentAttn_FrOperIns_5,201,59,247,0,right,41,9,-3
773,2271,7Networks_RH_SalVentAttn_FrOperIns_6,201,59,248,0,right,41,-7,-7
774,2272,7Networks_RH_SalVentAttn_FrOperIns_7,201,59,249,0,right,47,-9,-6
775,2273,7Networks_RH_SalVentAttn_FrOperIns_8,201,59,250,0,right,33,24,2
776,2274,7Networks_RH_SalVentAttn_FrOperIns_9,201,59,253,0,right,38,5,4
777,2275,7Networks_RH_SalVentAttn_FrOperIns_10,201,59,254,0,right,38,30,2
778,2276,7Networks_RH_SalVentAttn_FrOperIns_11,201,59,255,0,right,39,-14,2
779,2277,7Networks_RH_SalVentAttn_FrOperIns_12,198,52,250,0,right,34,20,10
780,2278,7Networks_RH_SalVentAttn_FrOperIns_13,198,52,251,0,right,41,24,6
781,2279,7Networks_RH_SalVentAttn_FrOperIns_14,198,53,244,0,right,34,5,11
782,2280,7Networks_RH_SalVentAttn_FrOperIns_15,198,53,245,0,right,47,21,3
783,2281,7Networks_RH_SalVentAttn_FrOperIns_16,198,53,246,0,right,38,12,10
784,2282,7Networks_RH_SalVentAttn_FrOperIns_17,198,53,247,0,right,44,13,4
785,2283,7Networks_RH_SalVentAttn_FrOperIns_18,198,53,248,0,right,40,2,14
786,2284,7Networks_RH_SalVentAttn_FrOperIns_19,198,53,249,0,right,49,9,0
787,2285,7Networks_RH_SalVentAttn_FrOperIns_20,198,53,250,0,right,47,-1,7
788,2286,7Networks_RH_SalVentAttn_FrOperIns_21,198,53,251,0,right,53,13,8
789,2287,7Networks_RH_SalVentAttn_FrOperIns_22,198,54,244,0,right,58,4,6
790,2288,7Networks_RH_SalVentAttn_FrOperIns_23,198,54,245,0,right,56,9,13
791,2289,7Networks_RH_SalVentAttn_FrOperIns_24,198,54,246,0,right,60,9,20
792,2290,7Networks_RH_SalVentAttn_PFCl_1,200,57,251,0,right,31,47,21
793,2291,7Networks_RH_SalVentAttn_PFCl_2,200,57,252,0,right,28,45,33
794,2292,7Networks_RH_SalVentAttn_Med_1,200,56,249,0,right,5,23,27
795,2293,7Networks_RH_SalVentAttn_Med_2,200,57,242,0,right,4,9,34
796,2294,7Networks_RH_SalVentAttn_Med_3,200,57,243,0,right,4,-5,36
797,2295,7Networks_RH_SalVentAttn_Med_4,200,57,244,0,right,9,25,38
798,2296,7Networks_RH_SalVentAttn_Med_5,200,57,245,0,right,9,13,40
799,2297,7Networks_RH_SalVentAttn_Med_6,200,57,246,0,right,9,-25,40
800,2298,7Networks_RH_SalVentAttn_Med_7,200,57,247,0,right,8,-15,40
801,2299,7Networks_RH_SalVentAttn_Med_8,200,57,248,0,right,10,-34,43
802,2300,7Networks_RH_SalVentAttn_Med_9,200,57,250,0,right,14,-24,39
803,2301,7Networks_RH_SalVentAttn_Med_10,200,57,253,0,right,13,-39,45
804,2302,7Networks_RH_SalVentAttn_Med_11,200,57,254,0,right,7,14,50
805,2303,7Networks_RH_SalVentAttn_Med_12,200,57,255,0,right,15,-31,43
806,2304,7Networks_RH_SalVentAttn_Med_13,200,58,249,0,right,9,-43,51
807,2305,7Networks_RH_SalVentAttn_Med_14,200,58,250,0,right,14,-37,52
808,2306,7Networks_RH_SalVentAttn_Med_15,200,58,251,0,right,5,11,59
809,2307,7Networks_RH_SalVentAttn_Med_16,200,58,252,0,right,6,-47,57
810,2308,7Networks_RH_SalVentAttn_Med_17,200,58,253,0,right,7,0,66
811,2309,7Networks_RH_SalVentAttn_Med_18,200,58,254,0,right,11,-46,64
812,2310,7Networks_RH_SalVentAttn_Med_19,200,58,255,0,right,16,6,69
813,2311,7Networks_RH_SalVentAttn_Med_20,200,59,249,0,right,19,-5,69
814,2312,7Networks_RH_Limbic_OFC_1,224,249,159,0,right,21,14,-22
815,2313,7Networks_RH_Limbic_OFC_2,224,249,160,0,right,14,16,-17
816,2314,7Networks_RH_Limbic_OFC_3,224,249,161,0,right,15,27,-24
817,2315,7Networks_RH_Limbic_OFC_4,224,249,162,0,right,10,28,-20
818,2316,7Networks_RH_Limbic_OFC_5,224,249,163,0,right,10,41,-23
819,2317,7Networks_RH_Limbic_OFC_6,224,249,165,0,right,23,28,-19
820,2318,7Networks_RH_Limbic_OFC_7,224,249,166,0,right,16,48,-19
821,2319,7Networks_RH_Limbic_OFC_8,224,249,167,0,right,5,20,-20
822,2320,7Networks_RH_Limbic_OFC_9,224,249,168,0,right,3,41,-25
823,2321,7Networks_RH_Limbic_OFC_10,224,249,169,0,right,7,55,-22
824,2322,7Networks_RH_Limbic_OFC_11,224,249,170,0,right,15,60,-18
825,2323,7Networks_RH_Limbic_OFC_12,224,249,171,0,right,4,26,-12
826,2324,7Networks_RH_Limbic_OFC_13,224,250,164,0,right,7,64,-11
827,2325,7Networks_RH_Limbic_OFC_14,224,250,165,0,right,21,62,-10
828,2326,7Networks_RH_Limbic_TempPole_1,224,249,158,0,right,28,2,-44
829,2327,7Networks_RH_Limbic_TempPole_2,224,249,164,0,right,35,11,-40
830,2328,7Networks_RH_Limbic_TempPole_3,224,249,172,0,right,49,-5,-40
831,2329,7Networks_RH_Limbic_TempPole_4,224,250,166,0,right,40,-9,-35
832,2330,7Networks_RH_Limbic_TempPole_5,224,250,167,0,right,31,-9,-35
833,2331,7Networks_RH_Limbic_TempPole_6,224,250,168,0,right,20,0,-31
834,2332,7Networks_RH_Limbic_TempPole_7,224,250,169,0,right,24,8,-31
835,2333,7Networks_RH_Limbic_TempPole_8,224,250,170,0,right,50,-19,-31
836,2334,7Networks_RH_Limbic_TempPole_9,224,250,171,0,right,42,-21,-25
837,2335,7Networks_RH_Limbic_TempPole_10,224,250,172,0,right,37,21,-32
838,2336,7Networks_RH_Limbic_TempPole_11,224,251,165,0,right,59,-20,-30
839,2337,7Networks_RH_Limbic_TempPole_12,224,251,166,0,right,22,-13,-30
840,2338,7Networks_RH_Limbic_TempPole_13,224,251,167,0,right,44,-30,-23
841,2339,7Networks_RH_Limbic_TempPole_14,224,251,168,0,right,32,10,-27
842,2340,7Networks_RH_Limbic_TempPole_15,224,251,169,0,right,33,-22,-26
843,2341,7Networks_RH_Limbic_TempPole_16,224,251,170,0,right,22,-22,-24
844,2342,7Networks_RH_Limbic_TempPole_17,224,251,171,0,right,42,13,-21
845,2343,7Networks_RH_Cont_Par_1,234,147,27,0,right,61,-45,32
846,2344,7Networks_RH_Cont_Par_2,234,147,28,0,right,59,-46,41
847,2345,7Networks_RH_Cont_Par_3,234,147,29,0,right,59,-38,39
848,2346,7Networks_RH_Cont_Par_4,234,147,30,0,right,40,-76,42
849,2347,7Networks_RH_Cont_Par_5,234,147,31,0,right,55,-51,46
850,2348,7Networks_RH_Cont_Par_6,234,147,32,0,right,60,-32,50
851,2349,7Networks_RH_Cont_Par_7,234,147,33,0,right,55,-41,48
852,2350,7Networks_RH_Cont_Par_8,234,147,35,0,right,47,-57,54
853,2351,7Networks_RH_Cont_Par_9,234,147,36,0,right,53,-34,49
854,2352,7Networks_RH_Cont_Par_10,234,147,37,0,right,49,-44,49
855,2353,7Networks_RH_Cont_Par_11,234,147,38,0,right,48,-50,55
856,2354,7Networks_RH_Cont_Par_12,234,147,39,0,right,49,-39,47
857,2355,7Networks_RH_Cont_Par_13,234,147,40,0,right,38,-68,50
858,2356,7Networks_RH_Cont_Par_14,234,147,41,0,right,42,-58,50
859,2357,7Networks_RH_Cont_Par_15,234,148,34,0,right,43,-49,47
860,2358,7Networks_RH_Cont_Par_16,234,148,35,0,right,44,-39,44
861,2359,7Networks_RH_Cont_Par_17,234,148,36,0,right,35,-52,42
862,2360,7Networks_RH_Cont_Temp_1,234,147,34,0,right,59,-29,-23
863,2361,7Networks_RH_Cont_Temp_2,234,148,33,0,right,60,-39,-19
864,2362,7Networks_RH_Cont_Temp_3,234,148,37,0,right,64,-41,-10
865,2363,7Networks_RH_Cont_Temp_4,234,148,38,0,right,65,-47,-3
866,2364,7Networks_RH_Cont_PFCv_1,233,148,35,0,right,34,20,-7
867,2365,7Networks_RH_Cont_PFCv_2,233,148,36,0,right,35,26,-7
868,2366,7Networks_RH_Cont_PFCl_1,233,147,26,0,right,24,40,-16
869,2367,7Networks_RH_Cont_PFCl_2,233,147,27,0,right,28,52,-14
870,2368,7Networks_RH_Cont_PFCl_3,233,147,28,0,right,40,52,-12
871,2369,7Networks_RH_Cont_PFCl_4,233,147,29,0,right,32,59,-2
872,2370,7Networks_RH_Cont_PFCl_5,233,147,30,0,right,44,49,-4
873,2371,7Networks_RH_Cont_PFCl_6,233,147,31,0,right,23,63,2
874,2372,7Networks_RH_Cont_PFCl_7,233,147,32,0,right,50,40,4
875,2373,7Networks_RH_Cont_PFCl_8,233,147,33,0,right,41,50,7
876,2374,7Networks_RH_Cont_PFCl_9,233,148,26,0,right,31,55,10
877,2375,7Networks_RH_Cont_PFCl_10,233,148,27,0,right,54,31,14
878,2376,7Networks_RH_Cont_PFCl_11,233,148,28,0,right,26,61,15
879,2377,7Networks_RH_Cont_PFCl_12,233,148,29,0,right,42,39,12
880,2378,7Networks_RH_Cont_PFCl_13,233,148,30,0,right,54,18,20
881,2379,7Networks_RH_Cont_PFCl_14,233,148,31,0,right,42,48,18
882,2380,7Networks_RH_Cont_PFCl_15,233,148,32,0,right,46,29,21
883,2381,7Networks_RH_Cont_PFCl_16,233,148,34,0,right,44,18,24
884,2382,7Networks_RH_Cont_PFCl_17,233,148,37,0,right,25,55,26
885,2383,7Networks_RH_Cont_PFCl_18,233,148,38,0,right,46,36,26
886,2384,7Networks_RH_Cont_PFCl_19,233,148,39,0,right,38,41,29
887,2385,7Networks_RH_Cont_PFCl_20,233,148,40,0,right,51,24,31
888,2386,7Networks_RH_Cont_PFCl_21,233,149,33,0,right,41,17,30
889,2387,7Networks_RH_Cont_PFCl_22,233,149,34,0,right,44,30,36
890,2388,7Networks_RH_Cont_PFCl_23,233,149,35,0,right,37,9,35
891,2389,7Networks_RH_Cont_PFCl_24,233,149,36,0,right,35,36,40
892,2390,7Networks_RH_Cont_PFCl_25,233,149,37,0,right,47,16,39
893,2391,7Networks_RH_Cont_PFCl_26,233,149,38,0,right,40,10,45
894,2392,7Networks_RH_Cont_PFCl_27,233,149,39,0,right,41,23,47
895,2393,7Networks_RH_Cont_PFCl_28,233,149,40,0,right,33,30,47
896,2394,7Networks_RH_Cont_PFCl_29,233,150,33,0,right,45,6,51
897,2395,7Networks_RH_Cont_PFCl_30,233,150,34,0,right,38,10,58
898,2396,7Networks_RH_Cont_PFCl_31,233,150,35,0,right,31,17,53
899,2397,7Networks_RH_Cont_PFCl_32,233,150,36,0,right,25,17,46
900,2398,7Networks_RH_Cont_PFCl_33,233,150,37,0,right,20,18,62
901,2399,7Networks_RH_Cont_PFCl_34,233,150,38,0,right,24,9,63
902,2400,7Networks_RH_Cont_pCun_1,233,147,35,0,right,14,-68,35
903,2401,7Networks_RH_Cont_pCun_3,233,147,36,0,right,14,-75,44
904,2402,7Networks_RH_Cont_pCun_5,233,147,37,0,right,5,-74,46
905,2403,7Networks_RH_Cont_Cing_1,233,147,34,0,right,6,-23,27
906,2404,7Networks_RH_Cont_Cing_2,233,147,38,0,right,6,9,28
907,2405,7Networks_RH_Cont_Cing_3,233,147,39,0,right,7,-32,27
908,2406,7Networks_RH_Cont_Cing_4,233,147,40,0,right,5,-2,30
909,2407,7Networks_RH_Cont_Cing_5,233,148,33,0,right,5,-16,30
910,2408,7Networks_RH_Cont_PFCmp_1,234,148,39,0,right,8,35,20
911,2409,7Networks_RH_Cont_PFCmp_2,234,148,40,0,right,10,28,28
912,2410,7Networks_RH_Cont_PFCmp_3,234,148,41,0,right,6,35,33
913,2411,7Networks_RH_Cont_PFCmp_4,234,148,42,0,right,4,38,47
914,2412,7Networks_RH_Cont_PFCmp_5,234,148,43,0,right,5,25,48
915,2413,7Networks_RH_Default_Par_1,209,62,71,0,right,58,-48,11
916,2414,7Networks_RH_Default_Par_2,209,62,72,0,right,53,-45,18
917,2415,7Networks_RH_Default_Par_3,209,62,73,0,right,48,-58,19
918,2416,7Networks_RH_Default_Par_4,209,62,74,0,right,50,-50,19
919,2417,7Networks_RH_Default_Par_5,209,62,75,0,right,56,-47,22
920,2418,7Networks_RH_Default_Par_6,209,62,76,0,right,51,-63,25
921,2419,7Networks_RH_Default_Par_7,209,62,78,0,right,54,-43,28
922,2420,7Networks_RH_Default_Par_8,209,62,79,0,right,46,-55,28
923,2421,7Networks_RH_Default_Par_9,209,62,80,0,right,57,-53,24
924,2422,7Networks_RH_Default_Par_10,209,62,81,0,right,53,-46,33
925,2423,7Networks_RH_Default_Par_11,209,62,82,0,right,49,-61,34
926,2424,7Networks_RH_Default_Par_12,209,62,83,0,right,47,-69,36
927,2425,7Networks_RH_Default_Par_13,209,62,84,0,right,57,-53,33
928,2426,7Networks_RH_Default_Par_14,209,63,77,0,right,49,-63,42
929,2427,7Networks_RH_Default_Par_15,209,63,78,0,right,53,-58,44
930,2428,7Networks_RH_Default_Par_16,209,63,79,0,right,44,-68,49
931,2429,7Networks_RH_Default_Temp_1,209,61,71,0,right,47,10,-37
932,2430,7Networks_RH_Default_Temp_2,209,61,72,0,right,50,0,-32
933,2431,7Networks_RH_Default_Temp_3,209,61,73,0,right,60,-8,-25
934,2432,7Networks_RH_Default_Temp_4,209,61,74,0,right,52,8,-26
935,2433,7Networks_RH_Default_Temp_5,209,61,75,0,right,49,17,-22
936,2434,7Networks_RH_Default_Temp_6,209,61,76,0,right,58,-4,-18
937,2435,7Networks_RH_Default_Temp_7,209,61,77,0,right,64,-24,-17
938,2436,7Networks_RH_Default_Temp_8,209,61,79,0,right,66,-12,-13
939,2437,7Networks_RH_Default_Temp_9,209,61,80,0,right,53,4,-15
940,2438,7Networks_RH_Default_Temp_10,209,61,81,0,right,67,-30,-13
941,2439,7Networks_RH_Default_Temp_11,209,61,82,0,right,51,-8,-13
942,2440,7Networks_RH_Default_Temp_12,209,61,83,0,right,64,-22,-8
943,2441,7Networks_RH_Default_Temp_13,209,61,84,0,right,50,-17,-11
944,2442,7Networks_RH_Default_Temp_14,209,61,85,0,right,54,-27,-6
945,2443,7Networks_RH_Default_Temp_15,209,62,85,0,right,65,-33,-2
946,2444,7Networks_RH_Default_Temp_16,209,63,80,0,right,48,-23,-5
947,2445,7Networks_RH_Default_Temp_17,209,63,81,0,right,48,-30,-1
948,2446,7Networks_RH_Default_Temp_18,209,63,82,0,right,55,-37,-1
949,2447,7Networks_RH_Default_PFCv_1,209,61,78,0,right,29,19,-20
950,2448,7Networks_RH_Default_PFCv_2,209,62,77,0,right,31,20,-13
951,2449,7Networks_RH_Default_PFCv_3,209,63,83,0,right,35,27,-19
952,2450,7Networks_RH_Default_PFCv_4,209,63,84,0,right,35,37,-13
953,2451,7Networks_RH_Default_PFCv_5,209,64,77,0,right,41,25,-14
954,2452,7Networks_RH_Default_PFCv_6,209,64,78,0,right,48,35,-14
955,2453,7Networks_RH_Default_PFCv_7,209,64,79,0,right,42,26,-5
956,2454,7Networks_RH_Default_PFCv_8,209,64,80,0,right,50,34,-6
957,2455,7Networks_RH_Default_PFCv_9,209,64,81,0,right,53,29,1
958,2456,7Networks_RH_Default_PFCv_10,209,64,82,0,right,56,21,9
959,2457,7Networks_RH_Default_PFCdPFCm_1,208,61,76,0,right,5,45,-12
960,2458,7Networks_RH_Default_PFCdPFCm_2,208,61,77,0,right,5,34,-5
961,2459,7Networks_RH_Default_PFCdPFCm_3,208,61,78,0,right,8,52,-4
962,2460,7Networks_RH_Default_PFCdPFCm_4,208,62,71,0,right,9,67,0
963,2461,7Networks_RH_Default_PFCdPFCm_5,208,62,72,0,right,11,46,-1
964,2462,7Networks_RH_Default_PFCdPFCm_6,208,62,73,0,right,17,67,10
965,2463,7Networks_RH_Default_PFCdPFCm_7,208,62,74,0,right,8,42,7
966,2464,7Networks_RH_Default_PFCdPFCm_8,208,62,75,0,right,7,57,11
967,2465,7Networks_RH_Default_PFCdPFCm_9,208,62,76,0,right,6,29,14
968,2466,7Networks_RH_Default_PFCdPFCm_10,208,62,77,0,right,16,64,21
969,2467,7Networks_RH_Default_PFCdPFCm_11,208,62,79,0,right,8,45,22
970,2468,7Networks_RH_Default_PFCdPFCm_12,208,62,80,0,right,6,19,22
971,2469,7Networks_RH_Default_PFCdPFCm_13,208,62,81,0,right,6,57,28
972,2470,7Networks_RH_Default_PFCdPFCm_14,208,62,82,0,right,15,54,35
973,2471,7Networks_RH_Default_PFCdPFCm_15,208,62,83,0,right,5,46,35
974,2472,7Networks_RH_Default_PFCdPFCm_16,208,62,84,0,right,20,46,36
975,2473,7Networks_RH_Default_PFCdPFCm_17,208,62,85,0,right,26,34,34
976,2474,7Networks_RH_Default_PFCdPFCm_18,208,63,78,0,right,9,48,48
977,2475,7Networks_RH_Default_PFCdPFCm_19,208,63,79,0,right,22,40,46
978,2476,7Networks_RH_Default_PFCdPFCm_20,208,63,80,0,right,27,29,42
979,2477,7Networks_RH_Default_PFCdPFCm_21,208,63,81,0,right,14,34,56
980,2478,7Networks_RH_Default_PFCdPFCm_22,208,63,82,0,right,24,27,53
981,2479,7Networks_RH_Default_PFCdPFCm_23,208,63,83,0,right,5,24,61
982,2480,7Networks_RH_Default_PFCdPFCm_24,208,63,84,0,right,11,19,64
983,2481,7Networks_RH_Default_pCunPCC_1,208,62,70,0,right,10,-48,7
984,2482,7Networks_RH_Default_pCunPCC_2,208,62,78,0,right,11,-54,13
985,2483,7Networks_RH_Default_pCunPCC_3,208,63,77,0,right,7,-47,14
986,2484,7Networks_RH_Default_pCunPCC_4,208,64,77,0,right,16,-58,22
987,2485,7Networks_RH_Default_pCunPCC_5,208,64,78,0,right,8,-42,23
988,2486,7Networks_RH_Default_pCunPCC_6,208,64,79,0,right,5,-53,20
989,2487,7Networks_RH_Default_pCunPCC_7,208,64,80,0,right,4,-61,23
990,2488,7Networks_RH_Default_pCunPCC_8,208,64,81,0,right,5,-45,29
991,2489,7Networks_RH_Default_pCunPCC_9,208,64,82,0,right,6,-66,28
992,2490,7Networks_RH_Default_pCunPCC_10,208,64,83,0,right,8,-54,29
993,2491,7Networks_RH_Default_pCunPCC_11,208,64,84,0,right,6,-38,32
994,2492,7Networks_RH_Default_pCunPCC_12,208,65,77,0,right,4,-29,36
995,2493,7Networks_RH_Default_pCunPCC_13,208,65,78,0,right,12,-44,34
996,2494,7Networks_RH_Default_pCunPCC_14,208,65,79,0,right,4,-16,37
997,2495,7Networks_RH_Default_pCunPCC_15,208,65,80,0,right,4,-65,36
998,2496,7Networks_RH_Default_pCunPCC_16,208,65,81,0,right,10,-53,36
999,2497,7Networks_RH_Default_pCunPCC_17,208,65,82,0,right,7,-50,44
1000,2498,7Networks_RH_Default_pCunPCC_18,208,65,83,0,right,6,-62,44
1001,2499,7Networks_RH_Cont_pCun_2,235,149,37,0,right,6,-37,39
1002,2500,,,,,,,,,
