roi,mics,label,R,G,B,A,side, coor.x, coor.y, coor.z
1,1000,L_medial_wall,255,255,255,0,left,,,
2,1001,L_VosdeWael_Area_1,1,1,1,0,left,,,
3,1002,L_VosdeWael_Area_2,2,2,2,0,left,,,
4,1003,L_VosdeWael_Area_3,3,3,3,0,left,,,
5,1004,L_VosdeWael_Area_4,4,4,4,0,left,,,
6,1005,L_VosdeWael_Area_5,5,5,5,0,left,,,
7,1006,L_VosdeWael_Area_6,6,6,6,0,left,,,
8,1007,L_VosdeWael_Area_7,7,7,7,0,left,,,
9,1008,L_VosdeWael_Area_8,8,8,8,0,left,,,
10,1009,L_VosdeWael_Area_9,9,9,9,0,left,,,
11,1010,L_VosdeWael_Area_10,10,10,10,0,left,,,
12,1011,L_VosdeWael_Area_11,11,11,11,0,left,,,
13,1012,L_VosdeWael_Area_12,12,12,12,0,left,,,
14,1013,L_VosdeWael_Area_13,13,13,13,0,left,,,
15,1014,L_VosdeWael_Area_14,14,14,14,0,left,,,
16,1015,L_VosdeWael_Area_15,15,15,15,0,left,,,
17,1016,L_VosdeWael_Area_16,16,16,16,0,left,,,
18,1017,L_VosdeWael_Area_17,17,17,17,0,left,,,
19,1018,L_VosdeWael_Area_18,18,18,18,0,left,,,
20,1019,L_VosdeWael_Area_19,19,19,19,0,left,,,
21,1020,L_VosdeWael_Area_20,20,20,20,0,left,,,
22,1021,L_VosdeWael_Area_21,21,21,21,0,left,,,
23,1022,L_VosdeWael_Area_22,22,22,22,0,left,,,
24,1023,L_VosdeWael_Area_23,23,23,23,0,left,,,
25,1024,L_VosdeWael_Area_24,24,24,24,0,left,,,
26,1025,L_VosdeWael_Area_25,25,25,25,0,left,,,
27,1026,L_VosdeWael_Area_26,26,26,26,0,left,,,
28,1027,L_VosdeWael_Area_27,27,27,27,0,left,,,
29,1028,L_VosdeWael_Area_28,28,28,28,0,left,,,
30,1029,L_VosdeWael_Area_29,29,29,29,0,left,,,
31,1030,L_VosdeWael_Area_30,30,30,30,0,left,,,
32,1031,L_VosdeWael_Area_31,31,31,31,0,left,,,
33,1032,L_VosdeWael_Area_32,32,32,32,0,left,,,
34,1033,L_VosdeWael_Area_33,33,33,33,0,left,,,
35,1034,L_VosdeWael_Area_34,34,34,34,0,left,,,
36,1035,L_VosdeWael_Area_35,35,35,35,0,left,,,
37,1036,L_VosdeWael_Area_36,36,36,36,0,left,,,
38,1037,L_VosdeWael_Area_37,37,37,37,0,left,,,
39,1038,L_VosdeWael_Area_38,38,38,38,0,left,,,
40,1039,L_VosdeWael_Area_39,39,39,39,0,left,,,
41,1040,L_VosdeWael_Area_40,40,40,40,0,left,,,
42,1041,L_VosdeWael_Area_41,41,41,41,0,left,,,
43,1042,L_VosdeWael_Area_42,42,42,42,0,left,,,
44,1043,L_VosdeWael_Area_43,43,43,43,0,left,,,
45,1044,L_VosdeWael_Area_44,44,44,44,0,left,,,
46,1045,L_VosdeWael_Area_45,45,45,45,0,left,,,
47,1046,L_VosdeWael_Area_46,46,46,46,0,left,,,
48,1047,L_VosdeWael_Area_47,47,47,47,0,left,,,
49,1048,L_VosdeWael_Area_48,48,48,48,0,left,,,
50,1049,L_VosdeWael_Area_49,49,49,49,0,left,,,
51,1050,L_VosdeWael_Area_50,50,50,50,0,left,,,
52,1051,L_VosdeWael_Area_51,51,51,51,0,left,,,
53,1052,L_VosdeWael_Area_52,52,52,52,0,left,,,
54,1053,L_VosdeWael_Area_53,53,53,53,0,left,,,
55,1054,L_VosdeWael_Area_54,54,54,54,0,left,,,
56,1055,L_VosdeWael_Area_55,55,55,55,0,left,,,
57,1056,L_VosdeWael_Area_56,56,56,56,0,left,,,
58,1057,L_VosdeWael_Area_57,57,57,57,0,left,,,
59,1058,L_VosdeWael_Area_58,58,58,58,0,left,,,
60,1059,L_VosdeWael_Area_59,59,59,59,0,left,,,
61,1060,L_VosdeWael_Area_60,60,60,60,0,left,,,
62,1061,L_VosdeWael_Area_61,61,61,61,0,left,,,
63,1062,L_VosdeWael_Area_62,62,62,62,0,left,,,
64,1063,L_VosdeWael_Area_63,63,63,63,0,left,,,
65,1064,L_VosdeWael_Area_64,64,64,64,0,left,,,
66,1065,L_VosdeWael_Area_65,65,65,65,0,left,,,
67,1066,L_VosdeWael_Area_66,66,66,66,0,left,,,
68,1067,L_VosdeWael_Area_67,67,67,67,0,left,,,
69,1068,L_VosdeWael_Area_68,68,68,68,0,left,,,
70,1069,L_VosdeWael_Area_69,69,69,69,0,left,,,
71,1070,L_VosdeWael_Area_70,70,70,70,0,left,,,
72,1071,L_VosdeWael_Area_71,71,71,71,0,left,,,
73,1072,L_VosdeWael_Area_72,72,72,72,0,left,,,
74,1073,L_VosdeWael_Area_73,73,73,73,0,left,,,
75,1074,L_VosdeWael_Area_74,74,74,74,0,left,,,
76,1075,L_VosdeWael_Area_75,75,75,75,0,left,,,
77,1076,L_VosdeWael_Area_76,76,76,76,0,left,,,
78,1077,L_VosdeWael_Area_77,77,77,77,0,left,,,
79,1078,L_VosdeWael_Area_78,78,78,78,0,left,,,
80,1079,L_VosdeWael_Area_79,79,79,79,0,left,,,
81,1080,L_VosdeWael_Area_80,80,80,80,0,left,,,
82,1081,L_VosdeWael_Area_81,81,81,81,0,left,,,
83,1082,L_VosdeWael_Area_82,82,82,82,0,left,,,
84,1083,L_VosdeWael_Area_83,83,83,83,0,left,,,
85,1084,L_VosdeWael_Area_84,84,84,84,0,left,,,
86,1085,L_VosdeWael_Area_85,85,85,85,0,left,,,
87,1086,L_VosdeWael_Area_86,86,86,86,0,left,,,
88,1087,L_VosdeWael_Area_87,87,87,87,0,left,,,
89,1088,L_VosdeWael_Area_88,88,88,88,0,left,,,
90,1089,L_VosdeWael_Area_89,89,89,89,0,left,,,
91,1090,L_VosdeWael_Area_90,90,90,90,0,left,,,
92,1091,L_VosdeWael_Area_91,91,91,91,0,left,,,
93,1092,L_VosdeWael_Area_92,92,92,92,0,left,,,
94,1093,L_VosdeWael_Area_93,93,93,93,0,left,,,
95,1094,L_VosdeWael_Area_94,94,94,94,0,left,,,
96,1095,L_VosdeWael_Area_95,95,95,95,0,left,,,
97,1096,L_VosdeWael_Area_96,96,96,96,0,left,,,
98,1097,L_VosdeWael_Area_97,97,97,97,0,left,,,
99,1098,L_VosdeWael_Area_98,98,98,98,0,left,,,
100,1099,L_VosdeWael_Area_99,99,99,99,0,left,,,
101,1100,L_VosdeWael_Area_100,100,100,100,0,left,,,
102,1101,L_VosdeWael_Area_101,101,101,101,0,left,,,
103,1102,L_VosdeWael_Area_102,102,102,102,0,left,,,
104,1103,L_VosdeWael_Area_103,103,103,103,0,left,,,
105,1104,L_VosdeWael_Area_104,104,104,104,0,left,,,
106,1105,L_VosdeWael_Area_105,105,105,105,0,left,,,
107,1106,L_VosdeWael_Area_106,106,106,106,0,left,,,
108,1107,L_VosdeWael_Area_107,107,107,107,0,left,,,
109,1108,L_VosdeWael_Area_108,108,108,108,0,left,,,
110,1109,L_VosdeWael_Area_109,109,109,109,0,left,,,
111,1110,L_VosdeWael_Area_110,110,110,110,0,left,,,
112,1111,L_VosdeWael_Area_111,111,111,111,0,left,,,
113,1112,L_VosdeWael_Area_112,112,112,112,0,left,,,
114,1113,L_VosdeWael_Area_113,113,113,113,0,left,,,
115,1114,L_VosdeWael_Area_114,114,114,114,0,left,,,
116,1115,L_VosdeWael_Area_115,115,115,115,0,left,,,
117,1116,L_VosdeWael_Area_116,116,116,116,0,left,,,
118,1117,L_VosdeWael_Area_117,117,117,117,0,left,,,
119,1118,L_VosdeWael_Area_118,118,118,118,0,left,,,
120,1119,L_VosdeWael_Area_119,119,119,119,0,left,,,
121,1120,L_VosdeWael_Area_120,120,120,120,0,left,,,
122,1121,L_VosdeWael_Area_121,121,121,121,0,left,,,
123,1122,L_VosdeWael_Area_122,122,122,122,0,left,,,
124,1123,L_VosdeWael_Area_123,123,123,123,0,left,,,
125,1124,L_VosdeWael_Area_124,124,124,124,0,left,,,
126,1125,L_VosdeWael_Area_125,125,125,125,0,left,,,
127,1126,L_VosdeWael_Area_126,126,126,126,0,left,,,
128,1127,L_VosdeWael_Area_127,127,127,127,0,left,,,
129,1128,L_VosdeWael_Area_128,128,128,128,0,left,,,
130,1129,L_VosdeWael_Area_129,129,129,129,0,left,,,
131,1130,L_VosdeWael_Area_130,130,130,130,0,left,,,
132,1131,L_VosdeWael_Area_131,131,131,131,0,left,,,
133,1132,L_VosdeWael_Area_132,132,132,132,0,left,,,
134,1133,L_VosdeWael_Area_133,133,133,133,0,left,,,
135,1134,L_VosdeWael_Area_134,134,134,134,0,left,,,
136,1135,L_VosdeWael_Area_135,135,135,135,0,left,,,
137,1136,L_VosdeWael_Area_136,136,136,136,0,left,,,
138,1137,L_VosdeWael_Area_137,137,137,137,0,left,,,
139,1138,L_VosdeWael_Area_138,138,138,138,0,left,,,
140,1139,L_VosdeWael_Area_139,139,139,139,0,left,,,
141,1140,L_VosdeWael_Area_140,140,140,140,0,left,,,
142,1141,L_VosdeWael_Area_141,141,141,141,0,left,,,
143,1142,L_VosdeWael_Area_142,142,142,142,0,left,,,
144,1143,L_VosdeWael_Area_143,143,143,143,0,left,,,
145,1144,L_VosdeWael_Area_144,144,144,144,0,left,,,
146,1145,L_VosdeWael_Area_145,145,145,145,0,left,,,
147,1146,L_VosdeWael_Area_146,146,146,146,0,left,,,
148,1147,L_VosdeWael_Area_147,147,147,147,0,left,,,
149,1148,L_VosdeWael_Area_148,148,148,148,0,left,,,
150,1149,L_VosdeWael_Area_149,149,149,149,0,left,,,
151,1150,L_VosdeWael_Area_150,150,150,150,0,left,,,
152,2000,R_medial_wall,255,255,255,0,right,,,
153,2001,R_VosdeWael_Area_1,0,1,1,0,right,,,
154,2002,R_VosdeWael_Area_2,0,2,2,0,right,,,
155,2003,R_VosdeWael_Area_3,0,3,3,0,right,,,
156,2004,R_VosdeWael_Area_4,0,4,4,0,right,,,
157,2005,R_VosdeWael_Area_5,0,5,5,0,right,,,
158,2006,R_VosdeWael_Area_6,0,6,6,0,right,,,
159,2007,R_VosdeWael_Area_7,0,7,7,0,right,,,
160,2008,R_VosdeWael_Area_8,0,8,8,0,right,,,
161,2009,R_VosdeWael_Area_9,0,9,9,0,right,,,
162,2010,R_VosdeWael_Area_10,0,10,10,0,right,,,
163,2011,R_VosdeWael_Area_11,0,11,11,0,right,,,
164,2012,R_VosdeWael_Area_12,0,12,12,0,right,,,
165,2013,R_VosdeWael_Area_13,0,13,13,0,right,,,
166,2014,R_VosdeWael_Area_14,0,14,14,0,right,,,
167,2015,R_VosdeWael_Area_15,0,15,15,0,right,,,
168,2016,R_VosdeWael_Area_16,0,16,16,0,right,,,
169,2017,R_VosdeWael_Area_17,0,17,17,0,right,,,
170,2018,R_VosdeWael_Area_18,0,18,18,0,right,,,
171,2019,R_VosdeWael_Area_19,0,19,19,0,right,,,
172,2020,R_VosdeWael_Area_20,0,20,20,0,right,,,
173,2021,R_VosdeWael_Area_21,0,21,21,0,right,,,
174,2022,R_VosdeWael_Area_22,0,22,22,0,right,,,
175,2023,R_VosdeWael_Area_23,0,23,23,0,right,,,
176,2024,R_VosdeWael_Area_24,0,24,24,0,right,,,
177,2025,R_VosdeWael_Area_25,0,25,25,0,right,,,
178,2026,R_VosdeWael_Area_26,0,26,26,0,right,,,
179,2027,R_VosdeWael_Area_27,0,27,27,0,right,,,
180,2028,R_VosdeWael_Area_28,0,28,28,0,right,,,
181,2029,R_VosdeWael_Area_29,0,29,29,0,right,,,
182,2030,R_VosdeWael_Area_30,0,30,30,0,right,,,
183,2031,R_VosdeWael_Area_31,0,31,31,0,right,,,
184,2032,R_VosdeWael_Area_32,0,32,32,0,right,,,
185,2033,R_VosdeWael_Area_33,0,33,33,0,right,,,
186,2034,R_VosdeWael_Area_34,0,34,34,0,right,,,
187,2035,R_VosdeWael_Area_35,0,35,35,0,right,,,
188,2036,R_VosdeWael_Area_36,0,36,36,0,right,,,
189,2037,R_VosdeWael_Area_37,0,37,37,0,right,,,
190,2038,R_VosdeWael_Area_38,0,38,38,0,right,,,
191,2039,R_VosdeWael_Area_39,0,39,39,0,right,,,
192,2040,R_VosdeWael_Area_40,0,40,40,0,right,,,
193,2041,R_VosdeWael_Area_41,0,41,41,0,right,,,
194,2042,R_VosdeWael_Area_42,0,42,42,0,right,,,
195,2043,R_VosdeWael_Area_43,0,43,43,0,right,,,
196,2044,R_VosdeWael_Area_44,0,44,44,0,right,,,
197,2045,R_VosdeWael_Area_45,0,45,45,0,right,,,
198,2046,R_VosdeWael_Area_46,0,46,46,0,right,,,
199,2047,R_VosdeWael_Area_47,0,47,47,0,right,,,
200,2048,R_VosdeWael_Area_48,0,48,48,0,right,,,
201,2049,R_VosdeWael_Area_49,0,49,49,0,right,,,
202,2050,R_VosdeWael_Area_50,0,50,50,0,right,,,
203,2051,R_VosdeWael_Area_51,0,51,51,0,right,,,
204,2052,R_VosdeWael_Area_52,0,52,52,0,right,,,
205,2053,R_VosdeWael_Area_53,0,53,53,0,right,,,
206,2054,R_VosdeWael_Area_54,0,54,54,0,right,,,
207,2055,R_VosdeWael_Area_55,0,55,55,0,right,,,
208,2056,R_VosdeWael_Area_56,0,56,56,0,right,,,
209,2057,R_VosdeWael_Area_57,0,57,57,0,right,,,
210,2058,R_VosdeWael_Area_58,0,58,58,0,right,,,
211,2059,R_VosdeWael_Area_59,0,59,59,0,right,,,
212,2060,R_VosdeWael_Area_60,0,60,60,0,right,,,
213,2061,R_VosdeWael_Area_61,0,61,61,0,right,,,
214,2062,R_VosdeWael_Area_62,0,62,62,0,right,,,
215,2063,R_VosdeWael_Area_63,0,63,63,0,right,,,
216,2064,R_VosdeWael_Area_64,0,64,64,0,right,,,
217,2065,R_VosdeWael_Area_65,0,65,65,0,right,,,
218,2066,R_VosdeWael_Area_66,0,66,66,0,right,,,
219,2067,R_VosdeWael_Area_67,0,67,67,0,right,,,
220,2068,R_VosdeWael_Area_68,0,68,68,0,right,,,
221,2069,R_VosdeWael_Area_69,0,69,69,0,right,,,
222,2070,R_VosdeWael_Area_70,0,70,70,0,right,,,
223,2071,R_VosdeWael_Area_71,0,71,71,0,right,,,
224,2072,R_VosdeWael_Area_72,0,72,72,0,right,,,
225,2073,R_VosdeWael_Area_73,0,73,73,0,right,,,
226,2074,R_VosdeWael_Area_74,0,74,74,0,right,,,
227,2075,R_VosdeWael_Area_75,0,75,75,0,right,,,
228,2076,R_VosdeWael_Area_76,0,76,76,0,right,,,
229,2077,R_VosdeWael_Area_77,0,77,77,0,right,,,
230,2078,R_VosdeWael_Area_78,0,78,78,0,right,,,
231,2079,R_VosdeWael_Area_79,0,79,79,0,right,,,
232,2080,R_VosdeWael_Area_80,0,80,80,0,right,,,
233,2081,R_VosdeWael_Area_81,0,81,81,0,right,,,
234,2082,R_VosdeWael_Area_82,0,82,82,0,right,,,
235,2083,R_VosdeWael_Area_83,0,83,83,0,right,,,
236,2084,R_VosdeWael_Area_84,0,84,84,0,right,,,
237,2085,R_VosdeWael_Area_85,0,85,85,0,right,,,
238,2086,R_VosdeWael_Area_86,0,86,86,0,right,,,
239,2087,R_VosdeWael_Area_87,0,87,87,0,right,,,
240,2088,R_VosdeWael_Area_88,0,88,88,0,right,,,
241,2089,R_VosdeWael_Area_89,0,89,89,0,right,,,
242,2090,R_VosdeWael_Area_90,0,90,90,0,right,,,
243,2091,R_VosdeWael_Area_91,0,91,91,0,right,,,
244,2092,R_VosdeWael_Area_92,0,92,92,0,right,,,
245,2093,R_VosdeWael_Area_93,0,93,93,0,right,,,
246,2094,R_VosdeWael_Area_94,0,94,94,0,right,,,
247,2095,R_VosdeWael_Area_95,0,95,95,0,right,,,
248,2096,R_VosdeWael_Area_96,0,96,96,0,right,,,
249,2097,R_VosdeWael_Area_97,0,97,97,0,right,,,
250,2098,R_VosdeWael_Area_98,0,98,98,0,right,,,
251,2099,R_VosdeWael_Area_99,0,99,99,0,right,,,
252,2100,R_VosdeWael_Area_100,0,100,100,0,right,,,
253,2101,R_VosdeWael_Area_101,0,101,101,0,right,,,
254,2102,R_VosdeWael_Area_102,0,102,102,0,right,,,
255,2103,R_VosdeWael_Area_103,0,103,103,0,right,,,
256,2104,R_VosdeWael_Area_104,0,104,104,0,right,,,
257,2105,R_VosdeWael_Area_105,0,105,105,0,right,,,
258,2106,R_VosdeWael_Area_106,0,106,106,0,right,,,
259,2107,R_VosdeWael_Area_107,0,107,107,0,right,,,
260,2108,R_VosdeWael_Area_108,0,108,108,0,right,,,
261,2109,R_VosdeWael_Area_109,0,109,109,0,right,,,
262,2110,R_VosdeWael_Area_110,0,110,110,0,right,,,
263,2111,R_VosdeWael_Area_111,0,111,111,0,right,,,
264,2112,R_VosdeWael_Area_112,0,112,112,0,right,,,
265,2113,R_VosdeWael_Area_113,0,113,113,0,right,,,
266,2114,R_VosdeWael_Area_114,0,114,114,0,right,,,
267,2115,R_VosdeWael_Area_115,0,115,115,0,right,,,
268,2116,R_VosdeWael_Area_116,0,116,116,0,right,,,
269,2117,R_VosdeWael_Area_117,0,117,117,0,right,,,
270,2118,R_VosdeWael_Area_118,0,118,118,0,right,,,
271,2119,R_VosdeWael_Area_119,0,119,119,0,right,,,
272,2120,R_VosdeWael_Area_120,0,120,120,0,right,,,
273,2121,R_VosdeWael_Area_121,0,121,121,0,right,,,
274,2122,R_VosdeWael_Area_122,0,122,122,0,right,,,
275,2123,R_VosdeWael_Area_123,0,123,123,0,right,,,
276,2124,R_VosdeWael_Area_124,0,124,124,0,right,,,
277,2125,R_VosdeWael_Area_125,0,125,125,0,right,,,
278,2126,R_VosdeWael_Area_126,0,126,126,0,right,,,
279,2127,R_VosdeWael_Area_127,0,127,127,0,right,,,
280,2128,R_VosdeWael_Area_128,0,128,128,0,right,,,
281,2129,R_VosdeWael_Area_129,0,129,129,0,right,,,
282,2130,R_VosdeWael_Area_130,0,130,130,0,right,,,
283,2131,R_VosdeWael_Area_131,0,131,131,0,right,,,
284,2132,R_VosdeWael_Area_132,0,132,132,0,right,,,
285,2133,R_VosdeWael_Area_133,0,133,133,0,right,,,
286,2134,R_VosdeWael_Area_134,0,134,134,0,right,,,
287,2135,R_VosdeWael_Area_135,0,135,135,0,right,,,
288,2136,R_VosdeWael_Area_136,0,136,136,0,right,,,
289,2137,R_VosdeWael_Area_137,0,137,137,0,right,,,
290,2138,R_VosdeWael_Area_138,0,138,138,0,right,,,
291,2139,R_VosdeWael_Area_139,0,139,139,0,right,,,
292,2140,R_VosdeWael_Area_140,0,140,140,0,right,,,
293,2141,R_VosdeWael_Area_141,0,141,141,0,right,,,
294,2142,R_VosdeWael_Area_142,0,142,142,0,right,,,
295,2143,R_VosdeWael_Area_143,0,143,143,0,right,,,
296,2144,R_VosdeWael_Area_144,0,144,144,0,right,,,
297,2145,R_VosdeWael_Area_145,0,145,145,0,right,,,
298,2146,R_VosdeWael_Area_146,0,146,146,0,right,,,
299,2147,R_VosdeWael_Area_147,0,147,147,0,right,,,
300,2148,R_VosdeWael_Area_148,0,148,148,0,right,,,
301,2149,R_VosdeWael_Area_149,0,149,149,0,right,,,
302,2150,R_VosdeWael_Area_150,0,150,150,0,right,,,
